StudentId,Gender,Major,Age,Country,Dates,Topic,Sentiment,Feedback,"Graduate Count=IF(C2=""Graduate"",COUNTIF($C$2:C2,""Graduate""),"""")",Undergraduate Count
20591086,Female,Graduate,20,France,8/15/2024,Language Barrier,Neutral,Neutral experience with language barrier.  ,687,
10591388,Male,Undergraduate,25,Chile,9/14/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.    ,,989
20591087,Female,Graduate,19,France,10/3/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.        ,688,
10591389,Male,Undergraduate,21,Ireland,10/9/2024,Cultural Differences,Positive,Positive experience with cultural differences.     ,,990
10591390,Female,Undergraduate,24,Colombia,10/12/2024,Weather,Neutral,Neutral experience with weather.  ,,991
20591088,Male,Graduate,20,United Arab Emirates,11/2/2024,Tuition,Negative,Negative experience with tuition.       ,689,
10591391,Female,Undergraduate,26,Sri Lanka,11/18/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.     ,,992
20591089,Male,Graduate,22,Japan,1/9/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.  ,690,
10591392,Female,Undergraduate,18,Italy,2/9/2024,Job Search,Neutral,Neutral experience with job search.        ,,993
10591393,Male,Undergraduate,29,Ukraine,2/15/2024,Weather,Positive,Positive experience with weather.         ,,994
20591090,Female,Graduate,20,Ethiopia,2/16/2024,Health Insurance,Neutral,Neutral experience with health insurance.  ,691,
10591394,Male,Undergraduate,25,Norway,2/29/2024,Cultural Differences,Positive,Positive experience with cultural differences.      ,,995
20591091,Female,Graduate,19,China,3/15/2024,Social Life,Very Positive,Very Positive experience with social life.        ,692,
10591395,Male,Undergraduate,21,Czech Republic,3/18/2024,Job Search,Very Positive,Very Positive experience with job search. ,,996
10591396,Female,Undergraduate,24,Czech Republic,3/27/2024,Social Life,Neutral,Neutral experience with social life.   ,,997
20591092,Male,Graduate,20,Hungary,4/22/2024,Language Barrier,Positive,Positive experience with language barrier.   ,693,
10591397,Female,Undergraduate,26,Italy,6/12/2024,Academic Pressure,Negative,Negative experience with academic pressure.       ,,998
20591093,Male,Graduate,22,Pakistan,6/15/2024,Social Life,Negative,Negative experience with social life.      ,694,
10591398,Female,Undergraduate,18,Vietnam,7/9/2024,Health Insurance,Positive,Positive experience with health insurance.       ,,999
10591399,Male,Undergraduate,27,Malaysia,7/27/2024,Job Search,Neutral,Neutral experience with job search.        ,,1000
20591094,Female,Graduate,20,Belgium,8/3/2024,Tuition,Neutral,Neutral experience with tuition.  ,695,
10591400,Male,Undergraduate,25,Sweden,8/16/2024,Visa Issues,Very Negative,Very Negative experience with visa issues. ,,1001
20591095,Female,Graduate,22,Bangladesh,8/26/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.         ,696,
10591401,Male,Undergraduate,18,Nepal,9/17/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.  ,,1002
10591402,Female,Undergraduate,27,South Korea,9/25/2024,Job Search,Positive,Positive experience with job search.        ,,1003
20591096,Male,Graduate,20,China,9/26/2024,Job Search,Positive,Positive experience with job search.        ,697,
10591403,Female,Undergraduate,25,Israel,10/1/2024,Academic Pressure,Negative,Negative experience with academic pressure.  ,,1004
20591097,Male,Graduate,19,United Arab Emirates,10/10/2024,Academic Pressure,Positive,Positive experience with academic pressure.   ,698,
10591404,Female,Undergraduate,21,China,1/5/2024,Job Search,Very Negative,Very Negative experience with job search.        ,,1005
10591405,Male,Undergraduate,24,Turkey,2/10/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.    ,,1006
20591098,Female,Graduate,20,Vietnam,2/27/2024,Health Insurance,Neutral,Neutral experience with health insurance.        ,699,
10591406,Male,Undergraduate,26,Nepal,3/1/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.      ,,1007
20591099,Female,Graduate,22,United Kingdom,3/6/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.        ,700,
10591407,Male,Undergraduate,18,Algeria,3/26/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.   ,,1008
10591408,Female,Undergraduate,29,Russia,4/9/2024,Weather,Neutral,Neutral experience with weather.     ,,1009
20591100,Male,Graduate,20,Colombia,4/20/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.   ,701,
10591409,Female,Undergraduate,25,Peru,5/2/2024,Language Barrier,Neutral,Neutral experience with language barrier.     ,,1010
20591101,Male,Graduate,19,Bangladesh,5/3/2024,Job Search,Negative,Negative experience with job search.      ,702,
10591410,Female,Undergraduate,21,United States,5/7/2024,Housing,Very Negative,Very Negative experience with housing.     ,,1011
10591411,Male,Undergraduate,24,Algeria,5/16/2024,Job Search,Neutral,Neutral experience with job search.      ,,1012
20591102,Female,Graduate,20,Bangladesh,5/21/2024,Housing,Positive,Positive experience with housing.      ,703,
20591103,Male,Graduate,26,Saudi Arabia,6/5/2024,Tuition,Negative,Negative experience with tuition.     ,704,
10591412,Female,Undergraduate,22,Sweden,6/8/2024,Tuition,Very Positive,Very Positive experience with tuition.   ,,1013
20591104,Male,Graduate,18,Switzerland,6/25/2024,Health Insurance,Negative,Negative experience with health insurance.        ,705,
10591413,Female,Undergraduate,27,Austria,8/13/2024,Housing,Negative,Negative experience with housing.    ,,1014
20591105,Male,Graduate,20,China,9/7/2024,Academic Pressure,Negative,Negative experience with academic pressure.       ,706,
10591414,Female,Undergraduate,25,Bangladesh,9/17/2024,Job Search,Negative,Negative experience with job search.      ,,1015
10591415,Male,Undergraduate,19,Nepal,11/7/2024,Social Life,Neutral,Neutral experience with social life.   ,,1016
20591106,Female,Graduate,21,Canada,11/12/2024,Weather,Positive,Positive experience with weather.    ,707,
10591416,Male,Undergraduate,24,Canada,1/8/2024,Visa Issues,Neutral,Neutral experience with visa issues.         ,,1017
20591107,Female,Graduate,20,Belgium,2/7/2024,Language Barrier,Negative,Negative experience with language barrier.    ,708,
10591417,Male,Undergraduate,26,Poland,2/10/2024,Housing,Very Positive,Very Positive experience with housing.       ,,1018
20591108,Female,Graduate,22,New Zealand,2/14/2024,Social Life,Very Negative,Very Negative experience with social life.   ,709,
10591418,Male,Undergraduate,18,Turkey,2/19/2024,Health Insurance,Negative,Negative experience with health insurance.  ,,1019
20591109,Female,Graduate,29,Italy,2/24/2024,Visa Issues,Positive,Positive experience with visa issues.  ,710,
10591419,Male,Undergraduate,20,United Kingdom,3/14/2024,Weather,Negative,Negative experience with weather.        ,,1020
20591110,Female,Graduate,25,India,5/16/2024,Social Life,Negative,Negative experience with social life.  ,711,
10591420,Male,Undergraduate,19,Bangladesh,5/23/2024,Academic Pressure,Positive,Positive experience with academic pressure.      ,,1021
10591421,Female,Undergraduate,21,Argentina,6/3/2024,Tuition,Neutral,Neutral experience with tuition.     ,,1022
20591111,Male,Graduate,24,Ethiopia,6/13/2024,Housing,Positive,Positive experience with housing.   ,712,
10591422,Female,Undergraduate,20,Malaysia,6/21/2024,Weather,Neutral,Neutral experience with weather.      ,,1023
20591112,Male,Graduate,26,China,6/27/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.        ,713,
10591423,Female,Undergraduate,22,Philippines,7/1/2024,Weather,Very Negative,Very Negative experience with weather.  ,,1024
10591424,Male,Undergraduate,18,Singapore,8/9/2024,Health Insurance,Negative,Negative experience with health insurance.   ,,1025
20591113,Female,Graduate,27,United Arab Emirates,9/10/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.    ,714,
10591425,Male,Undergraduate,26,United Kingdom,1/1/2024,Health Insurance,Negative,Negative experience with health insurance.     ,,1026
20591114,Female,Graduate,26,Bangladesh,2/13/2024,Job Search,Neutral,Neutral experience with job search.   ,715,
10591426,Male,Undergraduate,26,Algeria,2/17/2024,Health Insurance,Negative,Negative experience with health insurance.   ,,1027
10591427,Female,Undergraduate,25,Brazil,2/22/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.   ,,1028
20591115,Male,Graduate,21,Nepal,3/16/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.    ,716,
10591428,Female,Undergraduate,27,Poland,3/30/2024,Job Search,Negative,Negative experience with job search.        ,,1029
20591116,Male,Graduate,19,Iran,5/8/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.        ,717,
10591429,Female,Undergraduate,22,Nepal,5/9/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.  ,,1030
20591117,Male,Graduate,24,Russia,6/12/2024,Weather,Neutral,Neutral experience with weather.    ,718,
10591430,Female,Undergraduate,20,New Zealand,6/28/2024,Health Insurance,Positive,Positive experience with health insurance.      ,,1031
10591431,Male,Undergraduate,26,Australia,7/1/2024,Job Search,Positive,Positive experience with job search.    ,,1032
20591118,Female,Graduate,21,Singapore,7/13/2024,Social Life,Negative,Negative experience with social life.         ,719,
10591432,Male,Undergraduate,23,Netherlands,7/15/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.      ,,1033
20591119,Female,Graduate,18,Belgium,7/23/2024,Language Barrier,Neutral,Neutral experience with language barrier.        ,720,
10591433,Male,Undergraduate,29,Nepal,7/26/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.       ,,1034
10591434,Female,Undergraduate,20,Argentina,1/9/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.  ,,1035
20591120,Male,Graduate,25,New Zealand,1/12/2024,Social Life,Positive,Positive experience with social life.  ,721,
10591435,Female,Undergraduate,19,Nigeria,1/18/2024,Cultural Differences,Negative,Negative experience with cultural differences.      ,,1036
20591121,Male,Graduate,22,Philippines,1/25/2024,Housing,Very Negative,Very Negative experience with housing.    ,722,
10591436,Female,Undergraduate,28,Romania,2/2/2024,Tuition,Negative,Negative experience with tuition.   ,,1037
10591437,Male,Undergraduate,20,Canada,1/6/2024,Language Barrier,Positive,Positive experience with language barrier.      ,,1038
20591122,Female,Graduate,26,Ghana,1/22/2024,Social Life,Neutral,Neutral experience with social life.      ,723,
10591438,Male,Undergraduate,19,Sweden,2/9/2024,Weather,Very Negative,Very Negative experience with weather.        ,,1039
20591123,Female,Graduate,21,Belgium,4/18/2024,Job Search,Negative,Negative experience with job search.     ,724,
10591439,Male,Undergraduate,24,Sweden,4/20/2024,Health Insurance,Positive,Positive experience with health insurance.        ,,1040
10591440,Female,Undergraduate,18,Czech Republic,4/29/2024,Tuition,Neutral,Neutral experience with tuition. ,,1041
20591124,Male,Graduate,27,Sri Lanka,5/2/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.      ,725,
10591441,Female,Undergraduate,20,Finland,6/11/2024,Job Search,Very Negative,Very Negative experience with job search.    ,,1042
20591125,Male,Graduate,21,Romania,6/12/2024,Weather,Negative,Negative experience with weather.    ,726,
10591442,Female,Undergraduate,25,Ukraine,7/9/2024,Weather,Very Negative,Very Negative experience with weather.     ,,1043
10591443,Male,Undergraduate,19,Singapore,7/12/2024,Visa Issues,Positive,Positive experience with visa issues.  ,,1044
20591126,Female,Graduate,28,United Kingdom,7/13/2024,Tuition,Negative,Negative experience with tuition.   ,727,
10591444,Male,Undergraduate,20,Denmark,7/17/2024,Visa Issues,Negative,Negative experience with visa issues.    ,,1045
20591127,Female,Graduate,26,Japan,7/30/2024,Health Insurance,Negative,Negative experience with health insurance.      ,728,
10591445,Male,Undergraduate,22,United Kingdom,8/2/2024,Housing,Very Negative,Very Negative experience with housing.       ,,1046
10591446,Female,Undergraduate,18,China,8/19/2024,Social Life,Negative,Negative experience with social life.  ,,1047
20591128,Male,Graduate,29,Israel,8/22/2024,Tuition,Very Positive,Very Positive experience with tuition.        ,729,
10591447,Female,Undergraduate,20,United Arab Emirates,8/27/2024,Job Search,Negative,Negative experience with job search.     ,,1048
20591129,Male,Graduate,25,China,9/2/2024,Language Barrier,Neutral,Neutral experience with language barrier.  ,730,
10591448,Female,Undergraduate,19,Turkey,9/20/2024,Housing,Very Negative,Very Negative experience with housing.  ,,1049
10591449,Male,Undergraduate,21,Vietnam,9/26/2024,Visa Issues,Neutral,Neutral experience with visa issues.      ,,1050
20591130,Female,Graduate,24,Nepal,10/7/2024,Tuition,Negative,Negative experience with tuition.     ,731,
10591450,Male,Undergraduate,20,United Kingdom,10/9/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.  ,,1051
20591131,Female,Graduate,26,Algeria,11/18/2024,Housing,Very Positive,Very Positive experience with housing.      ,732,
10591451,Male,Undergraduate,22,Russia,12/25/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.     ,,1052
10591452,Female,Undergraduate,18,Colombia,2/20/2024,Language Barrier,Negative,Negative experience with language barrier.   ,,1053
20591132,Male,Graduate,27,Peru,2/24/2024,Health Insurance,Neutral,Neutral experience with health insurance.        ,733,
10591453,Female,Undergraduate,20,Bangladesh,3/15/2024,Language Barrier,Negative,Negative experience with language barrier.   ,,1054
20591133,Male,Graduate,25,United States,3/18/2024,Language Barrier,Positive,Positive experience with language barrier.     ,734,
10591454,Female,Undergraduate,19,Romania,3/25/2024,Health Insurance,Positive,Positive experience with health insurance.     ,,1055
10591455,Male,Undergraduate,21,Canada,3/26/2024,Tuition,Neutral,Neutral experience with tuition.    ,,1056
20591134,Female,Graduate,24,Ghana,4/11/2024,Job Search,Positive,Positive experience with job search.        ,735,
10591456,Male,Undergraduate,20,Sweden,4/24/2024,Job Search,Negative,Negative experience with job search.   ,,1057
20591135,Female,Graduate,26,Pakistan,5/8/2024,Health Insurance,Neutral,Neutral experience with health insurance.  ,736,
10591457,Male,Undergraduate,22,Brazil,5/17/2024,Social Life,Very Negative,Very Negative experience with social life.    ,,1058
10591458,Female,Undergraduate,18,Malaysia,6/11/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.    ,,1059
20591136,Male,Graduate,29,Hungary,6/17/2024,Weather,Very Positive,Very Positive experience with weather.   ,737,
10591459,Female,Undergraduate,20,Nepal,6/26/2024,Cultural Differences,Positive,Positive experience with cultural differences.        ,,1060
20591137,Male,Graduate,25,United States,7/10/2024,Health Insurance,Positive,Positive experience with health insurance.        ,738,
10591460,Female,Undergraduate,19,New Zealand,8/10/2024,Job Search,Neutral,Neutral experience with job search.   ,,1061
10591461,Male,Undergraduate,21,Korea,8/29/2024,Housing,Positive,Positive experience with housing.  ,,1062
20591138,Female,Graduate,24,Nepal,9/5/2024,Housing,Positive,Positive experience with housing.       ,739,
10591462,Male,Undergraduate,20,Romania,9/12/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.  ,,1063
20591139,Female,Graduate,26,Malaysia,9/16/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.      ,740,
10591463,Male,Undergraduate,22,Norway,12/20/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.  ,,1064
10591464,Female,Undergraduate,18,Korea,9/28/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.   ,,1065
20591140,Male,Graduate,29,Nepal,10/1/2024,Housing,Neutral,Neutral experience with housing.        ,741,
10591465,Female,Undergraduate,20,Germany,10/5/2024,Tuition,Negative,Negative experience with tuition.      ,,1066
20591141,Male,Graduate,25,Chile,10/9/2024,Visa Issues,Positive,Positive experience with visa issues.   ,742,
10591466,Female,Undergraduate,19,Russia,10/11/2024,Housing,Negative,Negative experience with housing.     ,,1067
10591467,Male,Undergraduate,21,Egypt,10/17/2024,Social Life,Neutral,Neutral experience with social life.  ,,1068
20591142,Female,Graduate,24,Ethiopia,10/26/2024,Language Barrier,Positive,Positive experience with language barrier.      ,743,
10591468,Male,Undergraduate,20,Japan,11/15/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.        ,,1069
20591143,Female,Graduate,26,Canada,11/28/2024,Health Insurance,Neutral,Neutral experience with health insurance.    ,744,
10591469,Male,Undergraduate,22,Nepal,12/7/2024,Tuition,Very Negative,Very Negative experience with tuition.    ,,1070
10591470,Female,Undergraduate,18,Ethiopia,9/24/2024,Job Search,Positive,Positive experience with job search.  ,,1071
20591144,Male,Graduate,27,Greece,10/17/2024,Weather,Neutral,Neutral experience with weather.      ,745,
10591471,Female,Undergraduate,20,Japan,11/1/2024,Job Search,Positive,Positive experience with job search.        ,,1072
20591145,Male,Graduate,25,Vietnam,11/13/2024,Tuition,Very Positive,Very Positive experience with tuition.   ,746,
10591472,Female,Undergraduate,19,Romania,11/19/2024,Social Life,Negative,Negative experience with social life.        ,,1073
10591473,Male,Undergraduate,21,India,11/29/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.      ,,1074
20591146,Female,Graduate,24,Russia,12/12/2024,Housing,Neutral,Neutral experience with housing.  ,747,
10591474,Male,Undergraduate,20,Austria,12/24/2024,Language Barrier,Positive,Positive experience with language barrier.  ,,1075
20591147,Female,Graduate,26,Czech Republic,12/26/2024,Housing,Positive,Positive experience with housing.    ,748,
10591475,Male,Undergraduate,22,Bangladesh,11/13/2024,Tuition,Negative,Negative experience with tuition.      ,,1076
10591476,Female,Undergraduate,18,Poland,11/28/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.        ,,1077
20591148,Male,Graduate,29,Canada,12/9/2024,Academic Pressure,Positive,Positive experience with academic pressure.    ,749,
10591477,Female,Undergraduate,20,Portugal,12/18/2024,Weather,Very Positive,Very Positive experience with weather.        ,,1078
20591149,Male,Graduate,25,Italy,10/25/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.   ,750,
10591478,Female,Undergraduate,19,China,11/5/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.       ,,1079
10591479,Male,Undergraduate,21,Germany,12/2/2024,Job Search,Negative,Negative experience with job search.     ,,1080
20591150,Female,Graduate,24,Nigeria,12/10/2024,Language Barrier,Neutral,Neutral experience with language barrier.    ,751,
10591480,Male,Undergraduate,20,Spain,11/21/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.   ,,1081
20591151,Female,Graduate,26,Peru,10/16/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.         ,752,
10591481,Male,Undergraduate,22,Germany,2/1/2024,Cultural Differences,Positive,Positive experience with cultural differences.       ,,1082
10591482,Female,Undergraduate,18,Algeria,2/9/2024,Social Life,Very Positive,Very Positive experience with social life.  ,,1083
20591152,Male,Graduate,27,Saudi Arabia,3/15/2024,Health Insurance,Neutral,Neutral experience with health insurance.    ,753,
10591483,Female,Undergraduate,20,Argentina,3/22/2024,Cultural Differences,Positive,Positive experience with cultural differences.   ,,1084
20591153,Male,Graduate,25,Egypt,4/2/2024,Tuition,Very Positive,Very Positive experience with tuition.    ,754,
10591484,Female,Undergraduate,19,Russia,4/27/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.    ,,1085
10591485,Male,Undergraduate,21,Ukraine,5/1/2024,Cultural Differences,Negative,Negative experience with cultural differences.       ,,1086
20591154,Female,Graduate,24,Canada,5/6/2024,Job Search,Positive,Positive experience with job search. ,755,
10591486,Male,Undergraduate,20,Australia,5/16/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.      ,,1087
20591155,Female,Graduate,26,Turkey,5/18/2024,Academic Pressure,Negative,Negative experience with academic pressure.     ,756,
10591487,Male,Undergraduate,22,Egypt,5/21/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.      ,,1088
10591488,Female,Undergraduate,18,South Korea,6/5/2024,Housing,Very Negative,Very Negative experience with housing.   ,,1089
20591156,Male,Graduate,29,Austria,6/13/2024,Housing,Very Positive,Very Positive experience with housing.    ,757,
10591489,Female,Undergraduate,20,Japan,7/26/2024,Housing,Very Positive,Very Positive experience with housing.     ,,1090
20591157,Male,Graduate,25,Finland,8/7/2024,Cultural Differences,Negative,Negative experience with cultural differences.     ,758,
10591490,Female,Undergraduate,19,Nepal,8/12/2024,Job Search,Neutral,Neutral experience with job search.       ,,1091
10591491,Male,Undergraduate,21,Nigeria,8/14/2024,Visa Issues,Neutral,Neutral experience with visa issues.     ,,1092
20591158,Female,Graduate,24,China,9/26/2024,Language Barrier,Positive,Positive experience with language barrier.   ,759,
10591492,Male,Undergraduate,20,Romania,10/10/2024,Tuition,Positive,Positive experience with tuition.        ,,1093
20591159,Female,Graduate,26,Italy,10/30/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.        ,760,
10591493,Male,Undergraduate,22,Nepal,11/23/2024,Cultural Differences,Negative,Negative experience with cultural differences.  ,,1094
10591494,Female,Undergraduate,18,Australia,11/27/2024,Housing,Neutral,Neutral experience with housing.     ,,1095
20591160,Male,Graduate,27,Poland,12/30/2024,Language Barrier,Positive,Positive experience with language barrier.    ,761,
10591495,Female,Undergraduate,20,Algeria,1/3/2024,Housing,Positive,Positive experience with housing.    ,,1096
20591161,Male,Graduate,25,United Kingdom,1/8/2024,Health Insurance,Neutral,Neutral experience with health insurance.  ,762,
10591496,Female,Undergraduate,19,Brazil,1/11/2024,Tuition,Positive,Positive experience with tuition.        ,,1097
10591497,Male,Undergraduate,21,Portugal,1/22/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.   ,,1098
20591162,Female,Graduate,24,Nepal,2/6/2024,Health Insurance,Negative,Negative experience with health insurance.    ,763,
10591498,Male,Undergraduate,20,Philippines,2/7/2024,Health Insurance,Positive,Positive experience with health insurance.      ,,1099
20591163,Female,Graduate,26,India,2/28/2024,Visa Issues,Negative,Negative experience with visa issues.        ,764,
10591499,Male,Undergraduate,22,Algeria,3/22/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.     ,,1100
10591500,Female,Undergraduate,18,Morocco,4/1/2024,Housing,Very Positive,Very Positive experience with housing.  ,,1101
20591164,Male,Graduate,29,Iran,5/3/2024,Health Insurance,Negative,Negative experience with health insurance.   ,765,
10591501,Female,Undergraduate,20,Kenya,5/6/2024,Weather,Very Negative,Very Negative experience with weather.    ,,1102
20591165,Male,Graduate,25,Italy,6/4/2024,Social Life,Negative,Negative experience with social life.   ,766,
10591502,Female,Undergraduate,19,Germany,6/15/2024,Language Barrier,Negative,Negative experience with language barrier.    ,,1103
10591503,Male,Undergraduate,21,Malaysia,6/25/2024,Health Insurance,Negative,Negative experience with health insurance.   ,,1104
20591166,Female,Graduate,24,Brazil,6/29/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.      ,767,
20591167,Male,Graduate,20,Saudi Arabia,7/12/2024,Housing,Positive,Positive experience with housing.      ,768,
10591504,Female,Undergraduate,26,Saudi Arabia,7/13/2024,Job Search,Very Positive,Very Positive experience with job search.       ,,1105
20591168,Male,Graduate,22,Ukraine,8/16/2024,Social Life,Negative,Negative experience with social life.        ,769,
10591505,Female,Undergraduate,18,Nepal,8/24/2024,Housing,Negative,Negative experience with housing.         ,,1106
20591169,Male,Graduate,27,Italy,9/4/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.   ,770,
10591506,Female,Undergraduate,20,Singapore,9/6/2024,Job Search,Neutral,Neutral experience with job search.    ,,1107
10591507,Male,Undergraduate,25,Sri Lanka,9/13/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.  ,,1108
20591170,Female,Graduate,19,Italy,9/16/2024,Housing,Neutral,Neutral experience with housing.    ,771,
10591508,Male,Undergraduate,21,Chile,9/21/2024,Housing,Very Positive,Very Positive experience with housing.  ,,1109
20591171,Female,Graduate,24,United States,1/1/2024,Language Barrier,Positive,Positive experience with language barrier.        ,772,
10591509,Male,Undergraduate,20,Saudi Arabia,1/2/2024,Health Insurance,Positive,Positive experience with health insurance.         ,,1110
20591172,Female,Graduate,26,Ethiopia,2/1/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.      ,773,
10591510,Male,Undergraduate,22,Iran,2/9/2024,Academic Pressure,Positive,Positive experience with academic pressure. ,,1111
20591173,Female,Graduate,18,Morocco,2/10/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.     ,774,
10591511,Male,Undergraduate,29,United Kingdom,2/22/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.    ,,1112
20591174,Female,Graduate,20,Nigeria,3/5/2024,Tuition,Neutral,Neutral experience with tuition.   ,775,
10591512,Male,Undergraduate,25,China,3/13/2024,Housing,Negative,Negative experience with housing.   ,,1113
10591513,Female,Undergraduate,19,Portugal,4/5/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.     ,,1114
20591175,Male,Graduate,21,Kenya,4/10/2024,Weather,Neutral,Neutral experience with weather.  ,776,
10591514,Female,Undergraduate,24,Saudi Arabia,5/1/2024,Tuition,Positive,Positive experience with tuition.        ,,1115
20591176,Male,Graduate,20,Singapore,5/30/2024,Housing,Negative,Negative experience with housing.        ,777,
10591515,Female,Undergraduate,26,Turkey,7/2/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.    ,,1116
10591516,Male,Undergraduate,22,Finland,7/26/2024,Tuition,Neutral,Neutral experience with tuition.      ,,1117
20591177,Female,Graduate,18,Mexico,7/29/2024,Job Search,Very Positive,Very Positive experience with job search.    ,778,
10591517,Male,Undergraduate,27,Iran,8/3/2024,Social Life,Neutral,Neutral experience with social life.        ,,1118
20591178,Female,Graduate,26,Poland,8/5/2024,Social Life,Neutral,Neutral experience with social life.  ,779,
10591518,Male,Undergraduate,20,New Zealand,8/15/2024,Academic Pressure,Negative,Negative experience with academic pressure.   ,,1119
10591519,Female,Undergraduate,25,Canada,9/14/2024,Weather,Negative,Negative experience with weather.   ,,1120
20591179,Male,Graduate,21,Canada,10/3/2024,Housing,Neutral,Neutral experience with housing.  ,780,
10591520,Female,Undergraduate,27,Belgium,10/9/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.      ,,1121
20591180,Male,Graduate,19,Poland,10/12/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.    ,781,
10591521,Female,Undergraduate,22,New Zealand,11/2/2024,Job Search,Positive,Positive experience with job search.    ,,1122
20591181,Male,Graduate,24,Turkey,11/18/2024,Language Barrier,Negative,Negative experience with language barrier.       ,782,
10591522,Female,Undergraduate,20,Italy,1/9/2024,Academic Pressure,Positive,Positive experience with academic pressure.   ,,1123
10591523,Male,Undergraduate,26,United Kingdom,2/9/2024,Job Search,Very Negative,Very Negative experience with job search.    ,,1124
20591182,Female,Graduate,21,India,2/15/2024,Weather,Very Negative,Very Negative experience with weather.   ,783,
10591524,Male,Undergraduate,23,Bangladesh,2/16/2024,Visa Issues,Positive,Positive experience with visa issues.    ,,1125
20591183,Female,Graduate,18,Argentina,2/29/2024,Language Barrier,Neutral,Neutral experience with language barrier.        ,784,
10591525,Male,Undergraduate,29,Ethiopia,3/15/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.  ,,1126
10591526,Female,Undergraduate,20,Malaysia,3/18/2024,Job Search,Positive,Positive experience with job search.        ,,1127
20591184,Male,Graduate,25,China,3/27/2024,Tuition,Very Negative,Very Negative experience with tuition.      ,785,
10591527,Female,Undergraduate,19,Philippines,4/22/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.     ,,1128
20591185,Male,Graduate,22,Singapore,6/12/2024,Job Search,Neutral,Neutral experience with job search.       ,786,
10591528,Female,Undergraduate,28,United Arab Emirates,6/15/2024,Weather,Very Positive,Very Positive experience with weather.      ,,1129
10591529,Male,Undergraduate,20,United Kingdom,7/9/2024,Academic Pressure,Negative,Negative experience with academic pressure.   ,,1130
20591186,Female,Graduate,26,Bangladesh,7/27/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.       ,787,
10591530,Male,Undergraduate,19,Algeria,8/3/2024,Social Life,Neutral,Neutral experience with social life.    ,,1131
20591187,Female,Graduate,21,Brazil,8/16/2024,Job Search,Positive,Positive experience with job search.  ,788,
10591531,Male,Undergraduate,24,Nepal,8/26/2024,Visa Issues,Negative,Negative experience with visa issues.       ,,1132
10591532,Female,Undergraduate,18,Poland,9/17/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure. ,,1133
20591188,Male,Graduate,27,Iran,9/25/2024,Job Search,Neutral,Neutral experience with job search.         ,789,
